Household_ID,State,No_of_Residents,No_of_Appliances,AC_Units,Has_Solar,Monthly_Income,Region,Year,Monthly_Electricity_kWh
4515,West Bengal,7,29,1,0,55636,Urban,2020,706.76
4516,Punjab,5,10,2,0,112786,Rural,2019,626.3
4517,Gujarat,8,24,2,1,127970,Urban,2016,706.21
4518,Delhi,8,16,2,0,71965,Rural,2019,711.11
4519,Gujarat,5,24,1,0,100559,Urban,2015,536.37
4520,Delhi,2,19,2,0,28852,Urban,2019,644.13
4521,West Bengal,5,17,2,1,86367,Urban,2021,565.35
4522,West Bengal,2,16,1,0,32226,Urban,2016,496.79
4523,Maharashtra,6,25,1,1,100448,Urban,2020,553.55
4524,Karnataka,8,6,2,0,97752,Rural,2020,551.12
4525,Tamil Nadu,3,25,0,0,29153,Rural,2015,330.41
4526,Gujarat,4,22,0,0,98006,Urban,2021,469.4
4527,Uttar Pradesh,8,8,1,0,34226,Urban,2016,674.29
4528,Delhi,5,14,2,0,42535,Urban,2022,681.56
4529,Punjab,5,15,1,0,58997,Urban,2018,372.0
4530,Uttar Pradesh,6,25,1,0,57661,Rural,2016,615.73
4531,Karnataka,5,10,0,1,36651,Rural,2017,233.42
4532,Delhi,2,10,1,0,83520,Urban,2020,382.86
4533,Gujarat,2,13,1,0,128227,Urban,2016,530.85
4534,Maharashtra,3,24,2,0,43187,Rural,2017,613.11
4535,Uttar Pradesh,3,17,2,0,122144,Urban,2019,627.78
4536,Karnataka,8,9,1,0,28673,Urban,2018,406.56
4537,Gujarat,3,10,1,1,137992,Rural,2020,235.61
4538,West Bengal,2,8,2,1,120632,Urban,2018,342.05
4539,West Bengal,9,10,0,0,81292,Urban,2015,396.01
4540,Gujarat,7,22,2,0,59649,Urban,2019,845.4
4541,Gujarat,7,17,2,1,84333,Urban,2019,653.16
4542,Gujarat,3,27,2,0,29721,Urban,2020,733.94
4543,Delhi,3,7,2,0,36532,Urban,2019,517.69
4544,Gujarat,2,14,2,0,85959,Urban,2015,547.95
4545,Uttar Pradesh,6,8,0,1,40160,Urban,2020,243.37
4546,Karnataka,8,29,2,1,27082,Rural,2023,726.64
4547,Delhi,5,19,2,0,130539,Rural,2023,674.34
4548,Gujarat,8,16,0,0,76947,Urban,2015,438.63
4549,Tamil Nadu,4,19,1,0,62337,Urban,2015,536.93
4550,Punjab,7,25,0,0,88130,Urban,2017,512.58
4551,Tamil Nadu,9,29,2,0,141323,Urban,2017,918.9
4552,Karnataka,7,14,1,0,118812,Rural,2023,413.91
4553,West Bengal,2,16,0,0,54379,Rural,2018,120.95
4554,Maharashtra,8,26,1,0,138538,Urban,2016,732.47
4555,Maharashtra,9,12,0,0,38649,Urban,2018,449.95
4556,Punjab,2,25,0,0,62514,Rural,2023,297.15
4557,West Bengal,4,25,1,0,60435,Urban,2020,519.01
4558,Delhi,9,7,1,0,128393,Rural,2019,516.58
4559,Delhi,8,11,1,0,133561,Rural,2020,457.23
4560,Delhi,9,22,1,0,137900,Urban,2021,659.12
4561,Maharashtra,4,7,2,0,91904,Urban,2016,504.51
4562,Tamil Nadu,3,19,0,0,94426,Urban,2017,263.16
4563,Maharashtra,8,6,2,0,130811,Urban,2017,691.32
4564,Uttar Pradesh,4,19,0,0,22644,Urban,2020,353.07
4565,Gujarat,5,17,2,0,95635,Urban,2016,669.87
4566,Delhi,5,28,2,1,97002,Urban,2021,549.42
4567,Tamil Nadu,7,24,0,0,97452,Urban,2023,521.06
4568,Karnataka,5,14,2,0,20835,Urban,2017,626.86
4569,Punjab,8,28,1,0,64131,Urban,2023,726.69
4570,Karnataka,5,28,1,0,40046,Urban,2020,576.49
4571,Gujarat,5,28,2,0,140614,Rural,2017,778.78
4572,Tamil Nadu,9,28,2,0,21846,Urban,2018,908.65
4573,Maharashtra,3,12,0,0,92323,Rural,2020,212.04
4574,Maharashtra,7,20,0,0,54866,Urban,2021,496.66
4575,Uttar Pradesh,2,29,2,0,91157,Urban,2022,630.42
4576,Uttar Pradesh,7,20,0,0,138671,Urban,2021,545.2
4577,Maharashtra,7,6,1,0,17693,Urban,2019,465.49
4578,Karnataka,7,13,1,0,142032,Urban,2020,470.92
4579,Punjab,4,12,1,0,87198,Rural,2015,291.71
4580,Delhi,2,15,0,0,94068,Rural,2017,243.23
4581,Karnataka,4,5,0,0,142284,Urban,2022,260.55
4582,Punjab,3,25,0,1,105335,Urban,2017,341.45
4583,Uttar Pradesh,3,15,0,0,65287,Urban,2017,278.21
4584,Gujarat,6,22,2,0,53546,Rural,2021,625.3
4585,Punjab,6,25,2,0,134887,Urban,2022,789.9
4586,Maharashtra,9,19,2,1,31907,Urban,2019,757.58
4587,Uttar Pradesh,3,28,2,0,137403,Urban,2021,681.61
4588,Uttar Pradesh,3,13,1,1,119599,Urban,2021,278.07
4589,Delhi,4,13,0,0,38328,Urban,2022,362.01
4590,Maharashtra,9,5,1,1,80667,Urban,2016,417.79
4591,Delhi,3,11,0,0,137935,Urban,2019,220.45
4592,Maharashtra,8,16,2,0,21261,Urban,2017,725.57
4593,Delhi,2,28,1,0,141215,Rural,2017,465.53
4594,Punjab,4,14,0,0,126292,Rural,2019,251.35
4595,Karnataka,3,23,2,1,35999,Urban,2016,567.72
4596,Gujarat,4,20,0,0,94256,Rural,2019,368.73
4597,Gujarat,4,10,0,0,133818,Urban,2018,281.34
4598,Maharashtra,5,15,2,0,17646,Rural,2022,643.88
4599,Tamil Nadu,9,23,1,0,45974,Urban,2015,660.68
4600,West Bengal,6,29,0,0,68857,Rural,2018,504.49
4601,Uttar Pradesh,9,23,2,0,136615,Urban,2021,848.5
4602,Uttar Pradesh,4,22,0,0,17565,Urban,2016,356.77
4603,Maharashtra,9,29,0,0,52096,Urban,2016,560.08
4604,Punjab,7,19,0,0,102054,Urban,2019,472.32
4605,Delhi,8,20,1,1,57175,Rural,2023,507.8
4606,Tamil Nadu,8,18,1,0,66945,Urban,2022,586.33
4607,Karnataka,4,12,1,0,142553,Urban,2019,438.32
4608,Delhi,7,12,1,0,123398,Urban,2021,480.43
4609,Delhi,8,6,2,0,107389,Rural,2022,621.72
4610,Maharashtra,5,10,1,0,37742,Rural,2017,452.92
4611,Maharashtra,3,17,0,1,148260,Urban,2023,150.45
4612,Punjab,4,17,2,0,20587,Urban,2021,609.31
4613,Uttar Pradesh,5,25,0,0,19920,Rural,2018,500.91
4614,Maharashtra,9,16,1,0,89751,Rural,2015,590.14
4615,Maharashtra,2,6,0,0,58732,Rural,2021,241.55
4616,Maharashtra,9,25,0,0,76277,Urban,2020,636.23
4617,Punjab,5,24,0,0,121134,Rural,2021,340.26
4618,Uttar Pradesh,6,29,0,0,33556,Urban,2021,474.86
4619,Karnataka,6,16,1,0,40456,Rural,2020,467.71
4620,Karnataka,3,21,0,0,130551,Urban,2015,244.26
4621,West Bengal,9,10,0,0,81722,Urban,2022,454.85
4622,West Bengal,7,11,0,0,18597,Rural,2016,245.08
4623,Maharashtra,3,10,0,0,23375,Urban,2019,252.38
4624,West Bengal,8,25,1,1,130773,Rural,2022,562.07
4625,Uttar Pradesh,7,8,0,0,15907,Urban,2021,407.83
4626,Punjab,7,25,2,0,20734,Rural,2016,823.55
4627,Karnataka,7,13,2,0,139758,Urban,2020,650.32
4628,Delhi,7,9,0,0,19237,Urban,2015,363.63
4629,Karnataka,6,14,0,1,72973,Urban,2021,217.61
4630,Karnataka,9,19,1,0,36013,Rural,2016,586.25
4631,Uttar Pradesh,8,12,2,0,124036,Urban,2020,661.12
4632,West Bengal,6,27,1,0,112735,Urban,2021,484.98
4633,Delhi,4,8,0,0,21493,Urban,2023,290.22
4634,Uttar Pradesh,8,9,2,0,116050,Urban,2017,690.45
4635,Maharashtra,6,11,2,0,20720,Urban,2016,649.51
4636,Punjab,3,10,1,0,62350,Urban,2018,454.65
4637,Gujarat,6,17,0,0,92644,Urban,2018,326.89
4638,Karnataka,8,23,2,1,119518,Urban,2019,810.7
4639,Gujarat,8,14,1,0,23304,Urban,2021,505.61
4640,Punjab,3,19,2,0,48596,Urban,2017,597.33
4641,Punjab,2,7,0,0,124337,Rural,2019,208.25
4642,Uttar Pradesh,9,22,0,0,105692,Rural,2019,562.94
4643,Uttar Pradesh,8,18,0,0,54154,Rural,2021,376.24
4644,Uttar Pradesh,6,7,1,0,23647,Rural,2023,343.11
4645,Gujarat,3,15,0,0,110573,Rural,2021,156.12
4646,Uttar Pradesh,7,14,1,0,73951,Rural,2017,485.67
4647,Punjab,9,21,2,1,96569,Rural,2017,761.59
4648,Maharashtra,8,17,0,0,108125,Urban,2017,530.7
4649,Uttar Pradesh,9,29,1,1,138582,Urban,2015,703.35
4650,Tamil Nadu,9,6,1,0,99605,Urban,2020,468.95
4651,West Bengal,5,17,1,0,124745,Rural,2018,406.88
4652,Gujarat,9,23,0,0,65416,Urban,2018,497.41
4653,Tamil Nadu,7,9,1,0,145832,Urban,2017,429.13
4654,Uttar Pradesh,4,20,0,0,40208,Rural,2018,362.41
4655,Punjab,9,14,0,0,95976,Rural,2017,436.36
4656,Maharashtra,8,16,2,0,132030,Urban,2016,733.49
4657,Karnataka,3,24,2,0,78646,Urban,2022,683.03
4658,Delhi,7,17,0,0,137937,Rural,2023,274.24
4659,West Bengal,6,25,2,0,125866,Rural,2022,652.43
4660,Delhi,6,20,1,0,90086,Rural,2018,623.66
4661,Uttar Pradesh,8,26,0,0,27453,Rural,2016,516.56
4662,West Bengal,2,25,2,0,64000,Urban,2020,706.91
4663,West Bengal,5,5,1,0,148462,Urban,2019,432.29
4664,Maharashtra,8,26,0,0,114905,Urban,2020,528.93
4665,West Bengal,3,13,1,1,80824,Urban,2018,372.82
4666,Gujarat,7,20,0,0,134928,Rural,2016,354.66
4667,Tamil Nadu,5,23,2,0,22895,Urban,2018,767.82
4668,Tamil Nadu,2,19,1,0,117903,Urban,2015,451.03
4669,Tamil Nadu,8,22,2,0,142115,Urban,2023,872.94
4670,Gujarat,4,26,1,0,128124,Rural,2020,477.21
4671,Delhi,5,16,1,0,64084,Urban,2021,513.47
4672,Maharashtra,2,18,1,1,52120,Urban,2022,331.16
4673,West Bengal,8,7,1,0,40370,Rural,2021,515.65
4674,Gujarat,9,8,2,0,105696,Urban,2019,687.22
4675,Tamil Nadu,8,10,1,0,71283,Urban,2015,616.54
4676,Uttar Pradesh,3,20,2,0,104931,Rural,2015,636.72
4677,Karnataka,8,17,1,0,55255,Urban,2016,636.27
4678,West Bengal,4,16,0,0,61640,Urban,2015,302.69
4679,Gujarat,8,26,0,0,132455,Urban,2021,483.05
4680,Punjab,6,16,1,1,103944,Rural,2020,372.91
4681,Gujarat,2,6,0,0,63290,Rural,2018,102.45
4682,Maharashtra,9,17,1,0,33360,Urban,2018,624.1
4683,Maharashtra,6,7,2,0,18663,Urban,2022,566.44
4684,Gujarat,8,17,0,0,138561,Urban,2023,455.47
4685,Tamil Nadu,4,29,1,0,33887,Urban,2016,528.94
4686,Karnataka,2,6,1,0,108957,Rural,2022,289.49
4687,West Bengal,2,23,2,0,45051,Urban,2019,652.54
4688,Maharashtra,8,13,2,0,137743,Rural,2015,642.64
4689,West Bengal,4,24,1,1,87814,Rural,2016,403.86
4690,Tamil Nadu,3,5,1,0,29626,Urban,2021,409.83
4691,West Bengal,9,17,1,0,132008,Urban,2017,676.15
4692,Uttar Pradesh,2,6,1,0,56646,Urban,2021,314.83
4693,Maharashtra,9,19,1,0,81291,Urban,2018,681.53
4694,Tamil Nadu,4,23,1,0,17056,Urban,2020,501.02
4695,Tamil Nadu,5,29,2,1,95960,Urban,2016,645.9
4696,Karnataka,6,29,0,0,122659,Urban,2019,512.86
4697,Karnataka,2,20,1,1,134456,Rural,2023,392.26
4698,Uttar Pradesh,5,15,1,0,47383,Urban,2015,515.78
4699,Tamil Nadu,2,19,2,0,28589,Urban,2018,728.3
4700,Delhi,3,10,0,0,100337,Urban,2017,209.7
4701,Tamil Nadu,8,18,2,0,94245,Urban,2017,767.31
4702,Karnataka,4,10,2,0,25747,Urban,2016,498.03
4703,Delhi,2,23,1,0,75150,Rural,2019,339.27
4704,Maharashtra,4,9,1,0,17197,Urban,2021,330.46
4705,Maharashtra,7,15,2,0,50805,Urban,2015,754.69
4706,West Bengal,2,8,1,0,110679,Rural,2021,333.35
4707,Gujarat,3,13,1,1,69182,Rural,2016,283.83
4708,Karnataka,3,13,1,0,51102,Urban,2023,425.33
4709,Gujarat,8,21,0,0,128912,Urban,2019,513.22
4710,Delhi,8,12,0,0,104736,Rural,2016,284.7
4711,Karnataka,5,19,1,0,99881,Urban,2016,540.13
4712,Uttar Pradesh,3,13,2,0,61494,Rural,2019,521.07
4713,Tamil Nadu,4,9,0,0,78293,Rural,2017,267.52
4714,Uttar Pradesh,7,8,2,0,48012,Urban,2019,600.55
4715,Delhi,9,24,1,0,105453,Urban,2017,721.26
4716,Karnataka,3,22,2,0,52342,Rural,2017,559.97
4717,Punjab,2,13,2,0,136762,Rural,2017,528.75
4718,Delhi,9,25,0,0,124310,Rural,2021,558.29
4719,Punjab,9,7,2,0,20020,Urban,2016,715.8
4720,Tamil Nadu,3,26,2,0,34540,Rural,2021,651.19
4721,Maharashtra,7,13,0,1,27340,Rural,2016,223.57
4722,Maharashtra,4,13,1,0,127189,Urban,2020,557.24
4723,Delhi,2,25,2,0,116436,Urban,2020,726.27
4724,Gujarat,5,28,1,1,60910,Rural,2017,494.39
4725,Karnataka,5,8,1,0,101439,Urban,2023,395.05
4726,Karnataka,5,25,1,0,103043,Urban,2023,607.42
4727,Maharashtra,8,11,0,0,28393,Urban,2021,445.39
4728,West Bengal,2,11,1,0,52434,Urban,2016,410.01
4729,Uttar Pradesh,9,27,2,0,81304,Urban,2019,876.84
4730,West Bengal,5,12,1,0,34627,Rural,2023,390.77
4731,Tamil Nadu,8,25,1,0,86737,Rural,2021,631.22
4732,Uttar Pradesh,3,5,1,0,58189,Urban,2016,300.92
4733,Uttar Pradesh,9,13,2,1,125287,Rural,2016,536.56
4734,Delhi,2,29,1,1,39456,Urban,2019,457.63
4735,Maharashtra,2,27,1,0,20912,Rural,2021,550.05
4736,West Bengal,2,16,1,0,93757,Urban,2020,446.59
4737,West Bengal,6,10,0,0,130096,Rural,2016,343.49
4738,Maharashtra,8,17,2,1,85117,Urban,2021,714.38
4739,West Bengal,9,9,0,0,84638,Rural,2017,346.98
4740,Punjab,4,25,2,0,17677,Urban,2021,702.09
4741,Maharashtra,6,23,1,0,77458,Rural,2017,543.98
4742,Delhi,6,5,2,1,100948,Urban,2016,484.49
4743,Gujarat,6,26,2,1,91800,Urban,2022,780.44
4744,Uttar Pradesh,4,28,2,0,26667,Urban,2021,827.67
4745,Delhi,6,22,2,0,69713,Urban,2020,779.84
4746,Karnataka,5,12,0,0,26994,Rural,2018,258.45
4747,Tamil Nadu,2,28,2,0,72280,Urban,2020,764.25
4748,Gujarat,9,12,0,0,109090,Urban,2017,448.48
4749,Karnataka,9,19,0,0,115213,Urban,2022,517.8
4750,Uttar Pradesh,2,23,1,0,46382,Rural,2016,390.98
4751,West Bengal,8,14,2,0,80246,Rural,2019,656.16
4752,Maharashtra,3,28,1,0,66095,Rural,2016,450.3
4753,Uttar Pradesh,7,20,2,0,55768,Urban,2017,751.15
4754,Delhi,5,15,0,0,30257,Rural,2023,327.47
4755,Tamil Nadu,4,16,0,0,149675,Urban,2016,270.39
4756,Delhi,7,20,0,0,24717,Rural,2019,432.73
4757,Gujarat,2,20,2,0,25551,Urban,2020,576.52
4758,Gujarat,6,24,2,0,27610,Rural,2020,718.43
4759,Tamil Nadu,9,7,2,0,102973,Urban,2015,765.12
4760,Punjab,8,13,2,0,41338,Urban,2022,733.79
4761,Karnataka,8,12,2,0,131778,Urban,2021,637.64
4762,Karnataka,3,14,1,0,142365,Urban,2019,419.26
4763,Gujarat,3,17,2,1,103592,Urban,2023,435.34
4764,Gujarat,2,22,1,0,113526,Rural,2022,450.09
4765,West Bengal,5,17,2,0,140103,Rural,2020,640.97
4766,Maharashtra,8,17,2,0,79805,Urban,2016,786.05
4767,West Bengal,7,19,2,0,77562,Urban,2015,664.05
4768,West Bengal,3,17,2,0,30590,Urban,2019,696.2
4769,Punjab,9,20,0,0,23000,Rural,2016,492.91
4770,Karnataka,9,12,0,1,124419,Urban,2021,384.6
4771,Punjab,2,23,1,1,74185,Urban,2020,449.15
4772,Punjab,5,14,1,1,146596,Urban,2016,445.93
4773,Tamil Nadu,2,16,2,0,135962,Urban,2020,580.87
4774,Karnataka,2,18,2,0,84843,Urban,2015,540.95
4775,Maharashtra,5,10,2,0,30387,Urban,2023,541.63
4776,Delhi,5,25,2,0,62021,Rural,2015,615.79
4777,Gujarat,5,28,0,0,17696,Rural,2015,434.8
4778,Gujarat,9,13,1,0,20516,Rural,2015,550.49
4779,Maharashtra,9,11,1,0,123197,Urban,2018,567.62
4780,Punjab,2,10,1,0,106968,Rural,2015,320.05
4781,West Bengal,3,26,0,0,59333,Urban,2023,378.69
4782,Tamil Nadu,4,5,2,0,33304,Rural,2017,442.49
4783,Punjab,4,25,0,0,101377,Urban,2020,420.06
4784,Gujarat,2,18,0,0,91976,Rural,2023,245.65
4785,Uttar Pradesh,2,28,1,0,97450,Urban,2022,575.87
4786,West Bengal,3,10,0,0,97429,Urban,2020,277.75
4787,Gujarat,5,16,1,0,22590,Urban,2018,518.81
4788,Uttar Pradesh,2,21,0,0,91989,Urban,2019,306.12
4789,Punjab,8,9,1,0,60608,Rural,2017,394.96
4790,Maharashtra,9,15,1,0,108854,Rural,2021,573.8
4791,Maharashtra,6,9,2,0,138489,Rural,2019,581.19
4792,West Bengal,5,16,1,0,101635,Urban,2020,529.18
4793,Gujarat,8,7,0,1,15311,Urban,2016,310.79
4794,Karnataka,9,28,1,0,103385,Urban,2021,705.99
4795,Uttar Pradesh,2,13,0,0,56510,Urban,2018,258.46
4796,Tamil Nadu,6,10,1,0,125539,Urban,2021,386.15
4797,Gujarat,8,26,2,0,72065,Urban,2015,826.54
4798,Tamil Nadu,7,6,2,0,48648,Urban,2015,697.2
4799,Gujarat,3,6,0,0,144556,Urban,2016,179.71
4800,Karnataka,9,26,1,0,113908,Urban,2017,748.6
4801,Karnataka,6,16,0,0,18047,Urban,2018,365.33
4802,West Bengal,2,12,2,0,27841,Urban,2016,530.99
4803,West Bengal,4,6,0,0,60095,Rural,2017,169.53
4804,Karnataka,8,13,0,0,22269,Rural,2019,309.14
4805,Delhi,2,20,1,0,17924,Urban,2018,485.01
4806,Karnataka,4,29,2,0,146335,Rural,2022,651.49
4807,Maharashtra,3,19,2,0,140998,Urban,2021,629.75
4808,Maharashtra,3,18,1,0,149004,Urban,2019,544.17
4809,Delhi,5,24,1,0,23877,Rural,2023,538.14
4810,Punjab,8,8,1,0,147355,Rural,2016,465.29
4811,Uttar Pradesh,5,8,2,0,58435,Urban,2015,500.23
4812,Punjab,4,15,2,0,67752,Rural,2019,636.87
4813,Tamil Nadu,4,25,1,0,101353,Rural,2016,529.25
4814,Punjab,3,28,0,0,92895,Rural,2018,479.94
4815,Gujarat,6,22,2,1,115868,Rural,2017,518.69
4816,Punjab,4,9,1,0,116410,Rural,2016,353.2
4817,Gujarat,4,6,1,0,64813,Urban,2020,384.25
4818,Delhi,8,19,0,0,43015,Rural,2020,460.45
4819,Maharashtra,6,15,1,0,56076,Rural,2019,450.28
4820,West Bengal,5,28,0,0,16978,Urban,2019,417.57
4821,Gujarat,5,21,0,0,26073,Rural,2023,371.16
4822,Maharashtra,4,20,2,0,89403,Urban,2021,655.39
4823,Uttar Pradesh,8,19,1,0,136410,Rural,2020,648.74
4824,Tamil Nadu,5,27,2,0,94899,Urban,2018,793.12
4825,Uttar Pradesh,5,7,2,0,62339,Urban,2019,576.33
4826,Delhi,7,24,2,0,22126,Urban,2015,802.52
4827,Punjab,8,19,1,1,19552,Urban,2016,571.51
4828,Punjab,5,28,1,0,134762,Rural,2017,638.14
4829,Karnataka,3,23,1,0,76846,Urban,2015,485.19
4830,Karnataka,2,17,2,0,106629,Urban,2016,588.68
4831,Karnataka,4,20,0,0,27488,Urban,2022,323.08
4832,Uttar Pradesh,9,27,2,1,134015,Rural,2019,779.41
4833,Gujarat,4,16,0,0,128494,Urban,2019,332.96
4834,Tamil Nadu,3,21,1,0,76024,Rural,2023,449.7
4835,Karnataka,9,20,1,0,126508,Urban,2018,669.0
4836,Delhi,2,13,2,0,130567,Urban,2019,453.68
4837,Delhi,2,10,0,0,92644,Urban,2021,151.13
4838,Karnataka,3,23,1,0,78279,Rural,2020,468.85
4839,Punjab,6,27,1,0,18944,Urban,2018,716.35
4840,Karnataka,6,17,2,1,139619,Rural,2021,592.38
4841,Tamil Nadu,2,25,2,0,122614,Rural,2016,609.02
4842,Karnataka,6,28,2,0,53961,Urban,2017,728.7
4843,Tamil Nadu,6,12,0,1,112982,Urban,2016,200.05
4844,Delhi,6,16,0,0,78297,Urban,2023,389.23
4845,Karnataka,2,13,1,1,54459,Rural,2022,289.24
4846,Uttar Pradesh,9,26,2,0,30843,Urban,2018,950.14
4847,West Bengal,6,8,1,0,38726,Rural,2023,377.69
4848,Uttar Pradesh,9,17,0,0,87312,Rural,2017,429.18
4849,Delhi,4,6,1,0,103113,Urban,2021,289.75
4850,Tamil Nadu,7,7,1,1,90272,Urban,2020,297.8
4851,Uttar Pradesh,2,9,2,0,115797,Urban,2019,411.82
4852,Tamil Nadu,3,28,1,0,61086,Rural,2016,505.66
4853,Uttar Pradesh,6,22,2,0,149389,Rural,2015,710.85
4854,Uttar Pradesh,5,25,1,0,34954,Rural,2017,607.19
4855,Tamil Nadu,2,18,1,0,19610,Urban,2023,491.67
4856,Gujarat,8,29,0,0,119078,Urban,2019,582.84
4857,Uttar Pradesh,3,6,0,0,31978,Urban,2019,170.25
4858,Karnataka,7,19,1,0,125448,Rural,2016,525.99
4859,West Bengal,4,12,1,1,61414,Rural,2017,269.55
4860,Delhi,9,20,2,0,87906,Rural,2016,757.1
4861,Gujarat,9,7,0,0,146075,Rural,2021,345.37
4862,Tamil Nadu,8,28,0,0,146028,Urban,2017,587.51
4863,Gujarat,3,24,1,0,117723,Rural,2019,490.8
4864,Maharashtra,6,24,2,1,84155,Urban,2015,640.45
4865,Maharashtra,5,27,0,0,116453,Rural,2018,502.64
4866,Uttar Pradesh,6,9,1,0,53392,Urban,2020,416.87
4867,Uttar Pradesh,3,8,1,1,35295,Rural,2018,105.68
4868,Karnataka,2,27,1,0,125335,Urban,2021,632.02
4869,West Bengal,8,16,1,0,21198,Rural,2020,611.0
4870,Delhi,5,23,1,0,39192,Urban,2019,711.69
4871,Gujarat,9,19,0,0,136400,Rural,2020,531.79
4872,Maharashtra,8,29,0,0,113643,Rural,2017,641.58
4873,Uttar Pradesh,8,17,2,0,103077,Urban,2016,738.94
4874,Punjab,5,9,1,0,48842,Urban,2023,407.94
4875,Punjab,9,16,2,0,33278,Urban,2015,755.06
4876,Delhi,9,23,1,1,54916,Urban,2017,560.52
4877,Gujarat,3,6,1,0,19153,Urban,2021,317.2
4878,Uttar Pradesh,7,11,1,0,122896,Rural,2019,412.38
4879,Uttar Pradesh,7,27,2,1,141070,Urban,2016,714.04
4880,Maharashtra,6,9,1,0,115218,Rural,2023,553.9
4881,Maharashtra,3,24,2,0,42478,Urban,2021,610.13
4882,Uttar Pradesh,5,15,0,0,91335,Urban,2017,413.68
4883,Tamil Nadu,3,22,1,0,22783,Rural,2019,453.6
4884,Uttar Pradesh,5,22,2,0,118111,Rural,2015,640.8
4885,Delhi,8,11,0,0,112719,Urban,2023,381.19
4886,Uttar Pradesh,6,14,1,1,120462,Urban,2015,322.18
4887,Karnataka,2,27,0,1,51937,Urban,2019,354.79
4888,West Bengal,8,24,1,0,140959,Rural,2023,609.62
4889,Karnataka,9,18,2,0,99034,Rural,2021,690.77
4890,Karnataka,2,24,1,0,118648,Rural,2023,462.07
4891,Tamil Nadu,3,24,1,0,142389,Rural,2020,521.13
4892,Tamil Nadu,5,15,2,0,91582,Urban,2020,651.05
4893,Punjab,2,6,2,1,48790,Rural,2023,346.0
4894,Uttar Pradesh,8,17,2,0,22252,Urban,2015,692.51
4895,Karnataka,5,17,1,0,132989,Rural,2017,456.24
4896,Tamil Nadu,6,13,0,0,129188,Urban,2023,293.52
4897,Maharashtra,8,21,2,0,30809,Urban,2017,800.51
4898,Uttar Pradesh,9,19,0,0,86950,Urban,2018,515.17
4899,Delhi,3,28,2,1,87977,Rural,2018,540.71
4900,West Bengal,5,26,2,0,87772,Urban,2016,848.87
4901,Gujarat,3,27,1,0,18417,Urban,2015,544.37
4902,Uttar Pradesh,5,25,2,0,20543,Rural,2018,723.7
4903,Gujarat,8,26,0,0,59436,Urban,2022,614.59
4904,Karnataka,7,26,1,0,106498,Rural,2017,575.75
4905,West Bengal,7,20,2,1,38303,Rural,2019,651.71
4906,Gujarat,5,29,0,0,132427,Urban,2023,524.68
4907,Karnataka,6,14,1,1,78389,Rural,2022,382.41
4908,Maharashtra,3,24,0,0,18243,Urban,2022,423.14
4909,Gujarat,9,16,1,1,86236,Urban,2021,488.19
4910,West Bengal,4,9,1,1,65535,Urban,2023,356.72
4911,Punjab,5,24,1,0,87445,Urban,2019,611.64
4912,Uttar Pradesh,5,21,2,0,126603,Rural,2022,695.59
4913,Karnataka,7,14,1,1,126229,Urban,2020,436.47
4914,Uttar Pradesh,2,10,2,0,77437,Urban,2015,480.53
4915,West Bengal,8,25,2,0,78797,Rural,2018,733.51
4916,Tamil Nadu,7,24,2,0,63433,Urban,2018,790.58
4917,Karnataka,3,10,2,0,73869,Urban,2015,518.9
4918,Gujarat,7,16,1,0,108572,Urban,2022,530.58
4919,Karnataka,4,25,2,0,108298,Urban,2022,788.58
4920,Uttar Pradesh,6,23,0,1,97272,Urban,2021,399.71
4921,Maharashtra,8,6,0,0,56632,Urban,2016,408.9
4922,Karnataka,4,17,1,0,53038,Urban,2021,449.83
4923,Gujarat,6,26,2,0,58961,Urban,2017,827.88
4924,Tamil Nadu,4,24,0,0,143198,Urban,2020,377.62
4925,Punjab,9,15,0,0,118391,Urban,2019,442.19
4926,Delhi,8,19,2,0,24096,Rural,2023,744.32
4927,Maharashtra,7,17,2,0,24487,Rural,2015,705.97
4928,Punjab,4,7,1,0,71776,Rural,2019,304.3
4929,Tamil Nadu,7,18,0,0,124290,Urban,2023,431.86
4930,Karnataka,8,12,1,1,54318,Rural,2015,355.98
4931,Uttar Pradesh,7,13,0,1,82211,Urban,2021,304.08
4932,West Bengal,3,19,2,0,132289,Rural,2018,501.3
4933,Uttar Pradesh,7,27,0,0,40608,Urban,2022,550.23
4934,Punjab,2,22,0,0,63328,Urban,2021,366.4
4935,Gujarat,4,12,0,0,41275,Urban,2022,251.85
4936,Uttar Pradesh,8,15,2,0,137336,Urban,2020,725.21
4937,Maharashtra,5,9,2,0,74148,Urban,2016,577.29
4938,Uttar Pradesh,5,19,0,0,23371,Rural,2018,369.07
4939,Gujarat,5,19,0,0,117032,Urban,2021,320.8
4940,Delhi,8,11,2,0,128819,Urban,2023,626.52
4941,Karnataka,2,25,2,0,99953,Urban,2021,636.7
4942,West Bengal,7,22,2,0,89648,Urban,2023,928.18
4943,Punjab,4,16,0,0,114547,Urban,2017,370.7
4944,Karnataka,6,16,1,0,131958,Urban,2022,591.98
4945,Uttar Pradesh,6,8,1,1,81539,Urban,2016,331.92
4946,Tamil Nadu,8,15,2,1,56882,Rural,2023,592.43
4947,Karnataka,3,25,1,0,32906,Rural,2017,497.67
4948,Delhi,2,10,0,0,94211,Urban,2018,340.71
4949,Uttar Pradesh,4,25,1,0,21178,Urban,2023,576.48
4950,West Bengal,7,14,1,1,52216,Rural,2022,429.36
4951,Gujarat,5,19,1,1,69272,Urban,2015,442.08
